Room ID,Host ID,Neighbourhood,Room type,Room Price,Minimum nights,Number of reviews,Date last review,Number of reviews per month,Rooms rent by the host,Availibility,Updated Date,City,Country,Coordinates
38237074,259495544,Chaoyang,Entire home/apt,702,1,0,,,6,365,9/23/2019,Beijing,China,"39.8925692427, 116.470626821"
38274530,276982156,Chaoyang,Entire home/apt,498,1,0,,,26,363,9/23/2019,Beijing,China,"39.8895827121, 116.446662654"
38307403,244258042,Chaoyang,Entire home/apt,391,1,0,,,25,353,9/23/2019,Beijing,China,"39.8976200384, 116.484454138"
38339079,289264783,Chaoyang,Private room,1301,1,0,,,5,50,9/23/2019,Beijing,China,"39.988934401, 116.384828804"
38416832,257182270,Chaoyang,Private room,199,2,0,,,1,70,9/23/2019,Beijing,China,"39.9856131287, 116.463352378"
38420604,283643635,Chaoyang,Entire home/apt,889,1,0,,,20,319,9/23/2019,Beijing,China,"40.031076665, 116.524551827"
38441640,257594497,Chaoyang,Entire home/apt,590,1,0,,,25,361,9/23/2019,Beijing,China,"39.8980482843, 116.488738182"
38444990,257594497,Chaoyang,Entire home/apt,441,1,0,,,25,359,9/23/2019,Beijing,China,"39.8989048669, 116.486389369"
38462846,145937469,Chaoyang,Entire home/apt,356,1,0,,,11,347,9/23/2019,Beijing,China,"39.913649462, 116.547102582"
38468295,230122013,Chaoyang,Entire home/apt,306,30,0,,,8,365,9/23/2019,Beijing,China,"39.8987782616, 116.485957087"
38474631,10702157,Chaoyang,Entire home/apt,228,1,0,,,8,353,9/23/2019,Beijing,China,"39.9293492514, 116.504867666"
38500328,293273230,Chaoyang,Entire home/apt,1088,1,0,,,1,361,9/23/2019,Beijing,China,"39.9072776312, 116.440010792"
38542814,243203120,Chaoyang,Private room,327,1,0,,,2,327,9/23/2019,Beijing,China,"39.869750557, 116.485054672"
38553300,294159675,Chaoyang,Entire home/apt,319,1,1,9/14/2019,1,1,358,9/23/2019,Beijing,China,"39.8632175423, 116.45889509"
38564124,290243706,Chaoyang,Entire home/apt,533,1,0,,,74,358,9/23/2019,Beijing,China,"39.8931640224, 116.502462668"
38609809,73745056,Chaoyang,Private room,164,1,0,,,1,9,9/23/2019,Beijing,China,"39.9225747087, 116.464239766"
38617780,291727447,Chaoyang,Entire home/apt,292,1,0,,,2,164,9/23/2019,Beijing,China,"39.9133224132, 116.552444361"
38619092,106719397,Chaoyang,Entire home/apt,496,1,0,,,4,90,9/23/2019,Beijing,China,"39.9294721864, 116.455813352"
38649137,295069058,Chaoyang,Entire home/apt,498,1,0,,,31,360,9/23/2019,Beijing,China,"39.9860025457, 116.483195487"
38664656,18306878,Chaoyang,Entire home/apt,448,1,0,,,5,174,9/23/2019,Beijing,China,"39.9339963444, 116.465148717"
38772432,171589619,Chaoyang,Entire home/apt,782,1,1,9/21/2019,1,5,365,9/23/2019,Beijing,China,"39.905357798, 116.454939467"
38787690,296652221,Chaoyang,Private room,121,3,0,,,1,354,9/23/2019,Beijing,China,"39.9176186581, 116.499931187"
38793542,154137904,Chaoyang,Entire home/apt,469,1,0,,,4,362,9/23/2019,Beijing,China,"39.9750380969, 116.401171365"
38804235,280043274,Chaoyang,Entire home/apt,356,1,0,,,4,360,9/23/2019,Beijing,China,"39.9268175577, 116.614567258"
38808821,149517554,Chaoyang,Entire home/apt,967,7,0,,,5,360,9/23/2019,Beijing,China,"39.8928696935, 116.487828845"
32372097,112091856,Chaoyang,Entire home/apt,569,1,0,,,8,86,9/23/2019,Beijing,China,"39.998660443, 116.404482667"
32555353,222304688,Chaoyang,Entire home/apt,292,1,1,9/19/2019,1,16,365,9/23/2019,Beijing,China,"39.8985969727, 116.488004426"
32598097,141039724,Chaoyang,Private room,156,1,8,7/29/2019,1.16,3,267,9/23/2019,Beijing,China,"39.8420499721, 116.450751727"
32619123,151324711,Chaoyang,Entire home/apt,455,1,19,8/26/2019,2.77,3,178,9/23/2019,Beijing,China,"39.8936207261, 116.484870224"
32675921,245704243,Chaoyang,Entire home/apt,397,2,13,6/23/2019,1.95,1,0,9/23/2019,Beijing,China,"39.9068923085, 116.446139868"
32769153,246310120,Chaoyang,Shared room,64,1,1,7/17/2019,0.43,2,365,9/23/2019,Beijing,China,"39.8901986406, 116.464644296"
32774976,246513751,Chaoyang,Shared room,107,5,0,,,2,357,9/23/2019,Beijing,China,"39.8840222485, 116.452105932"
32902470,83228526,Chaoyang,Entire home/apt,1977,1,0,,,7,365,9/23/2019,Beijing,China,"39.905572401, 116.46277133"
32964383,248093815,Chaoyang,Private room,235,1,6,8/25/2019,0.99,2,89,9/23/2019,Beijing,China,"39.9075756907, 116.614264537"
32995203,248250925,Chaoyang,Entire home/apt,356,1,3,8/7/2019,0.47,2,176,9/23/2019,Beijing,China,"39.8971547386, 116.548574771"
33065394,213511602,Chaoyang,Entire home/apt,498,1,13,9/21/2019,2.29,4,362,9/23/2019,Beijing,China,"39.8951203357, 116.504028588"
33124641,169233777,Chaoyang,Entire home/apt,292,1,1,4/7/2019,0.18,50,365,9/23/2019,Beijing,China,"39.923031012, 116.571267565"
33174965,163559817,Chaoyang,Entire home/apt,292,1,11,7/13/2019,1.85,7,206,9/23/2019,Beijing,China,"39.8991304467, 116.547864128"
33224538,115251120,Chaoyang,Private room,149,1,29,9/20/2019,4.83,20,81,9/23/2019,Beijing,China,"39.9297444466, 116.613744666"
33250630,25327182,Chaoyang,Private room,156,5,4,5/4/2019,0.77,2,0,9/23/2019,Beijing,China,"39.8967684147, 116.470669957"
33301781,16128825,Chaoyang,Entire home/apt,391,1,30,9/16/2019,4.92,8,347,9/23/2019,Beijing,China,"39.928260943, 116.453894414"
33382272,251485899,Chaoyang,Entire home/apt,2298,1,0,,,1,365,9/23/2019,Beijing,China,"39.8603377945, 116.453155646"
33388145,36094872,Chaoyang,Entire home/apt,292,1,12,7/16/2019,2.02,3,359,9/23/2019,Beijing,China,"39.9129210306, 116.488768338"
33579806,253028910,Chaoyang,Entire home/apt,525,1,0,,,2,91,9/23/2019,Beijing,China,"39.8753074448, 116.449825217"
33592537,108929102,Chaoyang,Entire home/apt,667,1,3,5/4/2019,0.55,1,0,9/23/2019,Beijing,China,"39.9136597634, 116.470917157"
33649250,253027802,Chaoyang,Entire home/apt,398,5,0,,,4,90,9/23/2019,Beijing,China,"39.8702191655, 116.453580683"
33722096,250785195,Chaoyang,Private room,199,365,0,,,2,1,9/23/2019,Beijing,China,"39.9506174973, 116.449949132"
33723782,165563577,Chaoyang,Private room,299,3,6,7/27/2019,1.14,3,76,9/23/2019,Beijing,China,"39.9360847349, 116.439369885"
33831487,103551096,Chaoyang,Entire home/apt,185,1,5,8/22/2019,0.93,1,1,9/23/2019,Beijing,China,"39.8978304631, 116.548168319"
33892114,46204997,Chaoyang,Private room,100,1,20,9/14/2019,3.97,1,1,9/23/2019,Beijing,China,"39.981455469, 116.421856825"
33953454,256175443,Chaoyang,Entire home/apt,270,1,1,6/8/2019,0.28,9,365,9/23/2019,Beijing,China,"39.906697902, 116.573647852"
34032741,256973005,Chaoyang,Entire home/apt,462,1,4,5/11/2019,0.8,5,360,9/23/2019,Beijing,China,"39.8943468862, 116.504410844"
34051092,257122331,Chaoyang,Private room,491,1,0,,,1,365,9/23/2019,Beijing,China,"39.8633253256, 116.478772555"
34063523,115251120,Chaoyang,Entire home/apt,277,1,34,9/17/2019,7.13,20,353,9/23/2019,Beijing,China,"39.9233881201, 116.616840007"
34071690,126209234,Chaoyang,Private room,206,1,25,9/21/2019,4.84,9,107,9/23/2019,Beijing,China,"39.9749204298, 116.395875339"
34081478,64156050,Chaoyang,Entire home/apt,448,1,1,5/27/2019,0.25,28,347,9/23/2019,Beijing,China,"39.9305749134, 116.505816587"
34135649,169233777,Chaoyang,Entire home/apt,185,1,1,9/11/2019,1,50,365,9/23/2019,Beijing,China,"39.9192329957, 116.560694703"
34234441,54436429,Chaoyang,Private room,185,1,2,9/3/2019,0.41,254,333,9/23/2019,Beijing,China,"39.9091313336, 116.508593793"
34240793,216588885,Chaoyang,Private room,114,7,1,5/12/2019,0.22,1,57,9/23/2019,Beijing,China,"39.8734262158, 116.438707342"
34261373,255983084,Chaoyang,Shared room,99,1,0,,,53,73,9/23/2019,Beijing,China,"39.9084246022, 116.476578431"
34261671,255983084,Chaoyang,Shared room,99,1,0,,,53,74,9/23/2019,Beijing,China,"39.9089944708, 116.477056046"
34290382,168451894,Chaoyang,Private room,228,15,0,,,1,89,9/23/2019,Beijing,China,"39.9097132716, 116.496873297"
34318881,152241236,Chaoyang,Shared room,92,1,0,,,18,175,9/23/2019,Beijing,China,"39.9217753104, 116.516497227"
34385597,78735986,Chaoyang,Entire home/apt,356,1,25,9/14/2019,5.28,7,80,9/23/2019,Beijing,China,"39.9934906955, 116.474721177"
34403235,4338443,Chaoyang,Shared room,64,1,9,8/5/2019,1.96,1,0,9/23/2019,Beijing,China,"39.870732158, 116.458386666"
34484524,214577291,Chaoyang,Entire home/apt,796,2,12,9/13/2019,2.71,2,300,9/23/2019,Beijing,China,"40.0017417689, 116.508248737"
34515364,221162076,Chaoyang,Entire home/apt,596,1,0,,,20,365,9/23/2019,Beijing,China,"39.9399861278, 116.44719839"
34553224,214747089,Chaoyang,Entire home/apt,596,1,10,9/14/2019,2.22,12,80,9/23/2019,Beijing,China,"39.9329500019, 116.459903116"
34553389,258121735,Chaoyang,Entire home/apt,178,30,0,,,7,365,9/23/2019,Beijing,China,"39.8808822232, 116.456478437"
34607166,179699901,Chaoyang,Entire home/apt,398,3,2,8/11/2019,0.73,1,357,9/23/2019,Beijing,China,"39.8968442407, 116.466294572"
34727842,260280819,Chaoyang,Entire home/apt,462,1,0,,,8,355,9/23/2019,Beijing,China,"39.9932822277, 116.379853163"
34828595,186604107,Chaoyang,Private room,199,1,4,8/25/2019,2.73,21,91,9/23/2019,Beijing,China,"39.8910075902, 116.463490647"
34945719,177779453,Chaoyang,Shared room,107,1,0,,,22,365,9/23/2019,Beijing,China,"39.9205082919, 116.52300423"
34954844,263127182,Chaoyang,Entire home/apt,398,1,16,9/15/2019,5.58,5,176,9/23/2019,Beijing,China,"39.9403291653, 116.443468685"
34988124,248761998,Chaoyang,Private room,100,7,10,9/1/2019,2.5,1,351,9/23/2019,Beijing,China,"39.9713596829, 116.488206691"
35027747,126209234,Chaoyang,Private room,185,1,18,9/15/2019,4.58,9,9,9/23/2019,Beijing,China,"39.9749131077, 116.396911156"
35047548,158405830,Chaoyang,Entire home/apt,796,1,2,8/1/2019,1.05,17,365,9/23/2019,Beijing,China,"39.9922981946, 116.423097078"
35069944,253661998,Chaoyang,Private room,269,1,2,5/31/2019,0.51,3,271,9/23/2019,Beijing,China,"40.0440590097, 116.416628471"
35073383,61629955,Chaoyang,Private room,192,1,27,9/10/2019,7.04,1,144,9/23/2019,Beijing,China,"39.9974402033, 116.374799453"
35078385,264236774,Chaoyang,Entire home/apt,1963,1,0,,,1,179,9/23/2019,Beijing,China,"39.9233405904, 116.610502517"
35140601,227444904,Chaoyang,Private room,142,5,13,9/13/2019,4.48,6,296,9/23/2019,Beijing,China,"39.9326195465, 116.479314973"
35213489,224087442,Chaoyang,Entire home/apt,498,1,0,,,4,176,9/23/2019,Beijing,China,"39.9408225075, 116.441194667"
35305429,160295903,Chaoyang,Entire home/apt,626,1,2,7/31/2019,0.56,5,362,9/23/2019,Beijing,China,"39.8961421919, 116.466402003"
35315519,207637339,Chaoyang,Private room,178,1,0,,,21,166,9/23/2019,Beijing,China,"40.0420658569, 116.440595152"
35371305,127347759,Chaoyang,Entire home/apt,981,2,8,9/4/2019,2.35,2,263,9/23/2019,Beijing,China,"39.9298928959, 116.465472477"
35413539,123737194,Chaoyang,Private room,185,1,6,9/21/2019,1.88,6,83,9/23/2019,Beijing,China,"39.8752539836, 116.461969302"
35415170,264686919,Chaoyang,Private room,326,1,2,7/12/2019,0.71,12,175,9/23/2019,Beijing,China,"39.9083841007, 116.477980499"
35426191,183981804,Chaoyang,Private room,327,1,0,,,7,88,9/23/2019,Beijing,China,"39.9978846712, 116.46081241"
35430999,104300199,Chaoyang,Entire home/apt,690,2,23,9/22/2019,6.27,11,56,9/23/2019,Beijing,China,"39.9724381465, 116.389588176"
35435788,187960049,Chaoyang,Entire home/apt,555,1,9,9/20/2019,2.62,41,353,9/23/2019,Beijing,China,"39.9639799796, 116.400347551"
35469096,123737194,Chaoyang,Private room,185,1,3,8/17/2019,0.9,6,86,9/23/2019,Beijing,China,"39.8739799006, 116.460306227"
35588228,244889189,Chaoyang,Entire home/apt,782,1,2,9/1/2019,2,15,162,9/23/2019,Beijing,China,"39.9087104174, 116.495418561"
35592776,267783488,Chaoyang,Private room,228,1,6,9/9/2019,1.98,3,84,9/23/2019,Beijing,China,"39.9915398362, 116.437638105"
35726028,207226363,Chaoyang,Entire home/apt,347,10,0,,,3,7,9/23/2019,Beijing,China,"40.0324352457, 116.485630535"
35727642,214947802,Chaoyang,Entire home/apt,597,1,0,,,10,365,9/23/2019,Beijing,China,"39.8853086886, 116.462624492"
35780847,246567259,Chaoyang,Entire home/apt,292,30,0,,,8,365,9/23/2019,Beijing,China,"39.8685751313, 116.473371328"
35849957,268017689,Chaoyang,Private room,889,1,0,,,13,165,9/23/2019,Beijing,China,"39.9171011664, 116.470678887"
35887470,260493736,Chaoyang,Private room,391,1,0,,,13,333,9/23/2019,Beijing,China,"39.9166236678, 116.471630202"
35983186,153690228,Chaoyang,Entire home/apt,377,1,10,9/10/2019,3.53,3,70,9/23/2019,Beijing,China,"39.9143201048, 116.429754216"
36047934,151004139,Chaoyang,Entire home/apt,461,1,8,9/18/2019,2.86,9,169,9/23/2019,Beijing,China,"39.9290052105, 116.454849453"
36049384,264661797,Chaoyang,Entire home/apt,590,1,7,9/16/2019,2.44,4,362,9/23/2019,Beijing,China,"39.9021638246, 116.460154186"
36049960,271211159,Chaoyang,Private room,1102,1,0,,,2,363,9/23/2019,Beijing,China,"39.9057875822, 116.524066126"
36087352,23170396,Chaoyang,Entire home/apt,241,30,6,8/29/2019,2.28,1,89,9/23/2019,Beijing,China,"39.8273116884, 116.454225844"
36133520,203598719,Chaoyang,Entire home/apt,612,2,22,9/15/2019,7.42,7,74,9/23/2019,Beijing,China,"39.917658431, 116.429880234"
36159397,117882066,Chaoyang,Private room,398,1,7,8/23/2019,2.41,2,87,9/23/2019,Beijing,China,"39.939888997, 116.452926668"
36165633,47024736,Chaoyang,Entire home/apt,448,2,12,9/19/2019,4.34,11,65,9/23/2019,Beijing,China,"39.9253023886, 116.47292308"
36200874,270449855,Chaoyang,Private room,206,1,0,,,26,90,9/23/2019,Beijing,China,"39.8901432194, 116.465391158"
36248374,270449855,Chaoyang,Private room,192,1,0,,,26,90,9/23/2019,Beijing,China,"39.887196718, 116.464390506"
23835521,168803610,Chaoyang,Private room,398,10,1,4/5/2018,0.06,1,90,9/23/2019,Beijing,China,"39.8682082558, 116.496318571"
24006545,171407989,Chaoyang,Entire home/apt,391,30,10,9/7/2019,0.55,7,177,9/23/2019,Beijing,China,"39.9480910081, 116.427163919"
24050585,32457626,Chaoyang,Entire home/apt,370,1,4,8/7/2019,0.24,3,65,9/23/2019,Beijing,China,"39.9255569609, 116.62131232"
24116306,125312658,Chaoyang,Entire home/apt,640,1,4,9/8/2019,0.24,12,362,9/23/2019,Beijing,China,"39.9816455536, 116.413859941"
24363957,113790482,Chaoyang,Entire home/apt,548,1,0,,,1,173,9/23/2019,Beijing,China,"39.9371214486, 116.444609314"
24412444,184305168,Chaoyang,Entire home/apt,292,1,0,,,3,364,9/23/2019,Beijing,China,"39.8543367457, 116.566841289"
24507870,179252276,Chaoyang,Entire home/apt,455,2,21,9/2/2019,1.23,3,265,9/23/2019,Beijing,China,"39.9984549674, 116.405728364"
24524354,30320328,Chaoyang,Entire home/apt,996,1,3,9/25/2018,0.21,14,362,9/23/2019,Beijing,China,"39.9192727447, 116.440716447"
24658883,157853167,Chaoyang,Entire home/apt,8889,1,0,,,2,365,9/23/2019,Beijing,China,"39.9224528555, 116.443943411"
24701653,186693290,Chaoyang,Private room,590,1,0,,,1,90,9/23/2019,Beijing,China,"39.864405273, 116.457538761"
24897368,183049959,Chaoyang,Shared room,78,1,0,,,15,365,9/23/2019,Beijing,China,"39.9683480654, 116.439368205"
24946740,146708510,Chaoyang,Shared room,121,1,14,7/25/2019,0.9,2,365,9/23/2019,Beijing,China,"39.9221919697, 116.518423111"
25157416,150964796,Chaoyang,Entire home/apt,447,1,19,5/12/2019,1.17,14,86,9/23/2019,Beijing,China,"39.9352503652, 116.456904925"
25272022,21789144,Chaoyang,Shared room,256,1,33,9/7/2019,2.03,2,213,9/23/2019,Beijing,China,"39.8924463472, 116.460450041"
25306787,116915690,Chaoyang,Entire home/apt,398,1,12,9/1/2019,0.75,11,360,9/23/2019,Beijing,China,"39.9247261836, 116.612430148"
25408340,191520600,Chaoyang,Private room,178,1,3,8/18/2018,0.21,15,365,9/23/2019,Beijing,China,"39.872816922, 116.4498967"
25493264,20788084,Chaoyang,Private room,299,2,1,6/4/2018,0.06,63,266,9/23/2019,Beijing,China,"39.912440231, 116.455317368"
25586531,186604107,Chaoyang,Private room,191,1,35,8/17/2019,2.2,21,91,9/23/2019,Beijing,China,"39.8927050947, 116.464783168"
25666328,46609745,Chaoyang,Private room,249,1,41,8/1/2019,2.7,7,78,9/23/2019,Beijing,China,"39.9234047434, 116.441539881"
25804389,24399335,Chaoyang,Entire home/apt,683,3,4,9/1/2019,2.73,20,365,9/23/2019,Beijing,China,"39.9164694402, 116.487012042"
25849367,194038230,Chaoyang,Entire home/apt,405,1,1,6/21/2018,0.07,6,365,9/23/2019,Beijing,China,"39.8720397631, 116.452074898"
25860690,185304923,Chaoyang,Entire home/apt,398,1,43,8/14/2019,2.76,1,112,9/23/2019,Beijing,China,"40.0016367977, 116.419797697"
25861924,132023110,Chaoyang,Entire home/apt,747,2,8,9/23/2018,0.51,26,353,9/23/2019,Beijing,China,"39.8905410929, 116.447738808"
25887417,194515836,Chaoyang,Entire home/apt,590,1,7,7/26/2019,0.93,3,351,9/23/2019,Beijing,China,"39.927003428, 116.614759091"
25952263,62331237,Chaoyang,Entire home/apt,427,1,21,8/26/2019,2.12,2,87,9/23/2019,Beijing,China,"39.9910851062, 116.473382276"
25966810,47366192,Chaoyang,Entire home/apt,796,2,0,,,4,365,9/23/2019,Beijing,China,"40.0010144122, 116.372289104"
26177601,81786767,Chaoyang,Private room,163,1,3,9/8/2018,0.2,1,0,9/23/2019,Beijing,China,"39.9325535984, 116.50363303"
26200368,132251236,Chaoyang,Private room,448,7,3,10/5/2018,0.2,3,365,9/23/2019,Beijing,China,"39.9974674448, 116.468600069"
26244815,118818383,Chaoyang,Entire home/apt,171,1,9,8/3/2019,0.61,6,80,9/23/2019,Beijing,China,"39.8710465341, 116.581969316"
26253147,31280856,Chaoyang,Private room,299,1,9,7/21/2019,0.59,37,356,9/23/2019,Beijing,China,"39.9969680546, 116.472200532"
26372113,31434285,Chaoyang,Entire home/apt,441,1,59,9/13/2019,3.95,2,64,9/23/2019,Beijing,China,"39.9247073454, 116.456383008"
26588948,184309978,Chaoyang,Entire home/apt,398,1,7,5/22/2019,0.49,18,361,9/23/2019,Beijing,China,"39.9141733179, 116.520364434"
26642820,54436429,Chaoyang,Entire home/apt,695,1,0,,,254,364,9/23/2019,Beijing,China,"39.905794294, 116.463284596"
26651390,35546657,Chaoyang,Shared room,149,1,21,2/10/2019,1.44,2,90,9/23/2019,Beijing,China,"39.8976882859, 116.488119862"
26671453,200508728,Chaoyang,Private room,121,2,9,3/13/2019,0.61,2,359,9/23/2019,Beijing,China,"39.889630624, 116.450536166"
26672020,200510720,Chaoyang,Private room,170,1,3,7/27/2018,0.21,4,0,9/23/2019,Beijing,China,"39.9018339319, 116.472227671"
26858616,201988771,Chaoyang,Entire home/apt,668,1,1,7/17/2018,0.07,20,332,9/23/2019,Beijing,China,"39.9230951051, 116.57344533"
26876543,169233777,Chaoyang,Entire home/apt,391,1,2,4/8/2019,0.24,50,365,9/23/2019,Beijing,China,"39.9213806205, 116.575568639"
27049130,34963170,Chaoyang,Entire home/apt,747,3,3,2/9/2019,0.23,1,90,9/23/2019,Beijing,China,"39.8938769191, 116.451337728"
27119009,32635223,Chaoyang,Entire home/apt,441,1,2,9/4/2018,0.14,8,365,9/23/2019,Beijing,China,"39.9886906053, 116.473494535"
27212115,204920272,Chaoyang,Private room,667,30,7,4/24/2019,0.75,3,365,9/23/2019,Beijing,China,"39.9301461284, 116.455065712"
27254712,106213831,Chaoyang,Entire home/apt,469,1,13,8/27/2019,0.94,22,90,9/23/2019,Beijing,China,"39.915883223, 116.480443694"
27308258,31280856,Chaoyang,Private room,405,1,16,9/11/2019,1.14,37,358,9/23/2019,Beijing,China,"40.0147458867, 116.364272861"
27376700,21368153,Chaoyang,Entire home/apt,548,1,49,9/3/2019,3.6,8,77,9/23/2019,Beijing,China,"39.9918796511, 116.472326159"
27518746,162737493,Chaoyang,Entire home/apt,391,1,0,,,25,266,9/23/2019,Beijing,China,"39.9208311731, 116.570968583"
27569215,176500804,Chaoyang,Private room,121,1,19,7/15/2019,1.95,4,338,9/23/2019,Beijing,China,"39.9257235641, 116.617908139"
27710765,14455914,Chaoyang,Shared room,92,1,1,10/10/2018,0.09,1,0,9/23/2019,Beijing,China,"39.901002039, 116.471085214"
27713753,117434013,Chaoyang,Private room,235,1,14,9/15/2019,1.06,3,327,9/23/2019,Beijing,China,"39.9795921379, 116.465892602"
27840130,192787974,Chaoyang,Entire home/apt,511,1,1,8/25/2018,0.08,1,0,9/23/2019,Beijing,China,"39.8945369199, 116.503966606"
27884904,142718806,Chaoyang,Entire home/apt,462,1,15,9/22/2019,1.17,7,356,9/23/2019,Beijing,China,"39.9272381243, 116.61858748"
27960359,210487915,Chaoyang,Shared room,92,1,1,8/24/2018,0.08,13,360,9/23/2019,Beijing,China,"39.9020832498, 116.563460277"
28006999,191038202,Chaoyang,Shared room,156,3,1,10/1/2018,0.08,8,0,9/23/2019,Beijing,China,"39.9123567339, 116.487667916"
28015880,211606667,Chaoyang,Entire home/apt,640,3,7,6/10/2019,0.59,3,170,9/23/2019,Beijing,China,"39.9235891691, 116.570552323"
28089970,186460102,Chaoyang,Entire home/apt,661,1,0,,,4,365,9/23/2019,Beijing,China,"39.9926049258, 116.474024604"
28090958,37004429,Chaoyang,Private room,128,1,1,9/1/2018,0.08,2,25,9/23/2019,Beijing,China,"39.9188760435, 116.516269187"
28138737,201058126,Chaoyang,Private room,142,1,57,9/22/2019,5,3,356,9/23/2019,Beijing,China,"40.0419271412, 116.593289657"
28168880,45827958,Chaoyang,Private room,199,3,0,,,1,0,9/23/2019,Beijing,China,"39.9249775213, 116.481685713"
28195657,70367996,Chaoyang,Shared room,128,2,6,9/8/2019,0.52,3,176,9/23/2019,Beijing,China,"39.9108384738, 116.498843787"
28207173,42917091,Chaoyang,Private room,227,1,24,1/21/2019,1.87,5,0,9/23/2019,Beijing,China,"39.9794185414, 116.465256895"
28234085,212557497,Chaoyang,Entire home/apt,526,1,23,8/30/2019,1.79,9,79,9/23/2019,Beijing,China,"39.9000557593, 116.483415855"
28305810,176766200,Chaoyang,Private room,255,1,0,,,1,0,9/23/2019,Beijing,China,"39.9263038609, 116.611946127"
28316880,96014151,Chaoyang,Private room,220,1,0,,,1,41,9/23/2019,Beijing,China,"39.9656547028, 116.400464752"
28325573,44897251,Chaoyang,Entire home/apt,796,1,67,8/31/2019,5.28,6,78,9/23/2019,Beijing,China,"39.9192228931, 116.455298116"
28404583,211499778,Chaoyang,Entire home/apt,348,1,38,6/8/2019,3.06,1,118,9/23/2019,Beijing,China,"39.9978737865, 116.400472687"
28435577,212769068,Chaoyang,Entire home/apt,590,1,0,,,7,180,9/23/2019,Beijing,China,"39.9520252965, 116.454235794"
28457697,175422992,Chaoyang,Shared room,121,1,0,,,2,0,9/23/2019,Beijing,China,"39.9943422234, 116.415847199"
28475961,133669262,Chaoyang,Private room,163,2,0,,,1,0,9/23/2019,Beijing,China,"39.8868306337, 116.476113081"
28595016,57578167,Chaoyang,Entire home/apt,631,1,0,,,2,0,9/23/2019,Beijing,China,"39.9652908668, 116.442106625"
28618428,21368153,Chaoyang,Entire home/apt,448,1,29,9/7/2019,2.44,8,298,9/23/2019,Beijing,China,"40.0112356392, 116.375702647"
28658240,29605408,Chaoyang,Entire home/apt,498,1,0,,,30,365,9/23/2019,Beijing,China,"39.981506101, 116.375239374"
28688818,216428440,Chaoyang,Entire home/apt,370,1,19,5/25/2019,1.6,4,361,9/23/2019,Beijing,China,"40.0779237009, 116.588888313"
28689025,139064091,Chaoyang,Private room,256,2,7,9/11/2019,0.77,4,292,9/23/2019,Beijing,China,"39.9922413532, 116.485917016"
28699193,30078704,Chaoyang,Entire home/apt,640,1,29,9/19/2019,2.67,3,351,9/23/2019,Beijing,China,"39.9263036345, 116.447314774"
28733641,216732646,Chaoyang,Entire home/apt,398,2,21,8/31/2019,1.78,1,64,9/23/2019,Beijing,China,"39.9562452244, 116.446143346"
28734281,163494888,Chaoyang,Entire home/apt,589,1,4,8/25/2019,0.34,7,361,9/23/2019,Beijing,China,"39.9978624144, 116.476495589"
28747599,45203646,Chaoyang,Private room,235,1,0,,,45,170,9/23/2019,Beijing,China,"39.9094421815, 116.49587076"
28766861,45203646,Chaoyang,Private room,341,1,0,,,45,168,9/23/2019,Beijing,China,"39.9107356208, 116.496089031"
28898358,59289649,Chaoyang,Entire home/apt,1003,1,12,6/22/2019,1.02,4,365,9/23/2019,Beijing,China,"39.8927039002, 116.50368489"
28969110,126539293,Chaoyang,Shared room,100,1,28,9/21/2019,2.38,5,347,9/23/2019,Beijing,China,"39.987961071, 116.483977305"
29137966,29605408,Chaoyang,Private room,256,1,0,,,30,365,9/23/2019,Beijing,China,"39.9803329301, 116.374071587"
29531728,222355187,Chaoyang,Entire home/apt,661,1,0,,,4,365,9/23/2019,Beijing,China,"39.9361039913, 116.44479104"
29598010,221961829,Chaoyang,Entire home/apt,496,30,32,6/1/2019,2.93,4,92,9/23/2019,Beijing,China,"39.9391979009, 116.443531061"
29599781,134984392,Chaoyang,Entire home/apt,489,1,0,,,20,365,9/23/2019,Beijing,China,"39.9891022479, 116.477254329"
29643744,190343063,Chaoyang,Entire home/apt,347,1,19,7/13/2019,1.74,3,80,9/23/2019,Beijing,China,"40.0508357969, 116.439818149"
29865378,214553746,Chaoyang,Entire home/apt,462,5,37,8/21/2019,3.46,17,309,9/23/2019,Beijing,China,"39.9348549989, 116.518179714"
29893130,223728934,Chaoyang,Entire home/apt,348,2,0,,,1,179,9/23/2019,Beijing,China,"39.9256961943, 116.616469681"
29997164,170893665,Chaoyang,Entire home/apt,1287,1,28,9/21/2019,2.68,3,365,9/23/2019,Beijing,China,"39.9206926237, 116.514239285"
30004793,183821372,Chaoyang,Private room,199,60,2,1/29/2019,0.22,1,0,9/23/2019,Beijing,China,"39.9210545827, 116.566089952"
30023344,43904555,Chaoyang,Shared room,78,1,15,5/27/2019,1.98,1,0,9/23/2019,Beijing,China,"39.9478746972, 116.446560256"
30032104,116642411,Chaoyang,Entire home/apt,596,1,1,2/12/2019,0.13,17,303,9/23/2019,Beijing,China,"39.9006405754, 116.472548624"
30156718,183462475,Chaoyang,Private room,121,1,11,9/16/2019,1.3,7,165,9/23/2019,Beijing,China,"39.9836002433, 116.385869331"
30195555,224884405,Chaoyang,Entire home/apt,617,1,0,,,3,365,9/23/2019,Beijing,China,"39.962866106, 116.466950743"
30367772,213903652,Chaoyang,Entire home/apt,638,1,4,5/2/2019,0.41,22,0,9/23/2019,Beijing,China,"39.9187419304, 116.430776688"
